[Fe/H] err     [FeII/H] err    [C/Fe] err     [N/Fe] err      [O/Fe] err     [Na/Fe] err   [Mg/Fe] err   [Al/Fe] err   [Si/Fe] err     [K/Fe] err      [Ca/Fe] err    [Sc/Fe] err     [Ti/Fe] err     [TiII/Fe] err  [V/Fe] err      [VII/Fe] err      [Cr/Fe] err  [Mn/Fe] err     [Co/Fe] err       [Ni/Fe] err       [Cu/Fe] err    [Zn/Fe] err     [Sr/Fe] err    [Y/Fe] err       [Zr/Fe] err      [Ru/Fe] err     [Ba/Fe] err      [La/Fe] err        [Ce/Fe] err      [Pr/Fe] err     [Nd/Fe] err        [Sm/Fe] err       [Eu/Fe] err      [Gd/Fe] err        [Tb/Fe] err       [Dy/Fe] err         [Ho/Fe] err       [Er/Fe] err      [Yb/Fe] err       [Hf/Fe] err    [Ir/Fe] err [Pb/Fe] err
-4.38  0.15     -4.20  0.16     0.99  0.25     2.50  0.36    5112.39 -30.0   14444 -30.0    1.56  0.15    0.26  0.29     1.52  0.28    16666 -30.0      0.67  0.18    -0.14  0.16      0.28  0.17      0.19  0.15    19999 -30.0    2220.46 -30.0      -0.39  0.15   -0.64  0.14      0.19  0.18        0.10  0.23      26666 -30.0   2771.22 -30.0      0.31  0.25    -0.25  0.19        0.48  0.19     31111 -30.0     -0.78  0.16     666666  0.00      3220.74 -30.0    3331.24 -30.0    3440.65 -30.0     3551.26 -30.0     990.51  0.00     3661.79 -30.0      3771.48 -30.0     3880.85 -30.0      3991.36 -30.0     4111.19 -30.0      42222 -30.0      4332.14 -30.0 4442.33 -30.0 882.66  0.00 
-3.55  0.15     -3.37  0.16     0.00  0.25     0.85  0.36    5111.71 -30.0   14444 -30.0    0.40  0.16   -0.80  0.28     0.80  0.22    16666 -30.0      0.38  0.17    -0.11  0.15      0.24  0.15      0.25  0.15    -0.11  0.18       0.07  0.25      -0.15  0.15   -0.03  0.15      0.04  0.22        0.33  0.21      26666 -30.0      0.88  0.14     -1.38  0.19    -1.38  0.23       29999 -30.0     31111 -30.0     -1.63  0.15     666666  0.00      -320.02 -30.0    3330.37 -30.0    -340.14 -30.0     3550.50 -30.0     -80.28  0.00     3660.84 -30.0      3771.05 -30.0       38888 -30.0        39999 -30.0     4110.41 -30.0    -420.76 -30.0      4331.29 -30.0 4441.52 -30.0 881.72  0.00 
-4.12  0.14     -3.64  0.16     0.13  0.25     0.65  0.36    5112.39 -30.0   14444 -30.0    0.58  0.16   -0.63  0.29     1.08  0.22     0.58  0.19      0.49  0.17    -0.11  0.15     -0.01  0.15     -0.08  0.15    19999 -30.0      22222 -30.0      -0.33  0.15   -0.71  0.19      0.02  0.20        0.08  0.18      26666 -30.0   2770.89 -30.0     -0.38  0.25    -0.87  0.19       -0.33  0.17     31111 -30.0     -1.49  0.15     666666  0.00      -320.13 -30.0    3330.46 -30.0    3440.36 -30.0     3550.50 -30.0     -80.25  0.00     3660.88 -30.0      3771.00 -30.0     3880.48 -30.0      3990.51 -30.0     4110.44 -30.0    -420.66 -30.0      4331.26 -30.0   44444 -30.0 881.98  0.00 
-2.74  0.21     -2.67  0.15     0.28  0.25  1331.30 -30.0       0.38  0.22   -0.20  0.24    0.35  0.22   -0.82  0.27     0.40  0.36    16666 -30.0      0.42  0.22    -0.10  0.15      0.38  0.20      0.26  0.14    19999 -30.0       0.51  0.25      -0.12  0.21   -0.35  0.20      0.11  0.25        0.01  0.29      26666 -30.0      0.48  0.22      0.03  0.23    -0.34  0.22        0.57  0.22     31111 -30.0     -0.12  0.14     660.94  0.00      3221.13 -30.0    3331.80 -30.0    3441.12 -30.0     3551.63 -30.0     990.55  0.00     3661.82 -30.0      3772.33 -30.0     3880.86 -30.0      3991.94 -30.0     4111.66 -30.0    4220.15 -30.0      4332.37 -30.0   44444 -30.0 882.34  0.00 
-2.84  0.14     -2.83  0.15     0.17  0.25  1330.81 -30.0    5110.78 -30.0   14444 -30.0    0.48  0.15   -0.63  0.30     0.85  0.28     0.26  0.19      0.47  0.17    -0.01  0.15      0.26  0.14      0.25  0.15    -0.47  0.21      -0.07  0.28      -0.25  0.15   -0.22  0.24      0.01  0.21        0.19  0.21      26666 -30.0      0.22  0.16      0.12  0.25    -0.45  0.18        0.04  0.19     31111 -30.0     -0.73  0.15     660.41  0.00      3220.38 -30.0    3331.05 -30.0    3440.29 -30.0     3550.82 -30.0       0.33  0.18     3661.35 -30.0      3771.40 -30.0     3880.35 -30.0        39999 -30.0     4110.92 -30.0      -0.07  0.23      4331.67 -30.0   44444 -30.0 881.70  0.00 
-2.54  0.17     -2.54  0.15    -0.42  0.25  1331.70 -30.0      51111 -30.0   14444 -30.0    0.39  0.17   -0.80  0.23     0.54  0.25    16666 -30.0      0.47  0.19    -0.11  0.15      0.22  0.17      0.20  0.15    -0.03  0.19       0.07  0.24      -0.19  0.17   -0.36  0.17     -0.16  0.20        0.09  0.20    -260.23 -30.0      0.23  0.17      0.03  0.26    -0.52  0.17        0.00  0.16     31111 -30.0     -0.45  0.15      -0.17  0.20      -320.00 -30.0    3330.47 -30.0      -0.29  0.23       35555 -30.0      -0.01  0.17     3660.58 -30.0      3770.99 -30.0        0.24  0.17        39999 -30.0        0.09  0.27       0.09  0.18      4331.10 -30.0   44444 -30.0 881.52  0.00 
-3.14  0.21     -2.82  0.14  1220.39 -30.0  1331.39 -30.0      51111 -30.0   14444 -30.0    0.43  0.23   -0.73  0.22     0.41  0.36    16666 -30.0      0.58  0.22     0.00  0.16      0.67  0.21      0.29  0.14    19999 -30.0    2220.47 -30.0      -0.16  0.20   -0.43  0.21      0.17  0.25        0.03  0.25      26666 -30.0     27777 -30.0     -0.42  0.17   -70.54  0.00     2990.59 -30.0     31111 -30.0     -0.71  0.15     666666  0.00      3221.28 -30.0    3331.73 -30.0    3441.14 -30.0     3551.78 -30.0     990.92  0.00     3661.78 -30.0      3772.11 -30.0     3881.25 -30.0      3991.62 -30.0     4111.71 -30.0    4220.56 -30.0      4332.47 -30.0   44444 -30.0 882.54  0.00 
-3.87  0.15     -3.68  0.16    -0.84  0.25     0.95  0.36    5111.84 -30.0   14444 -30.0    0.30  0.17   -0.18  0.30     0.83  0.22    16666 -30.0      0.34  0.18    -0.26  0.15      0.00  0.15     -0.08  0.15    19999 -30.0      -0.29  0.29      -0.29  0.15   -0.45  0.17     -0.12  0.19       -0.14  0.23      26666 -30.0      0.46  0.19     -0.84  0.23    -1.46  0.23       29999 -30.0     31111 -30.0     -1.69  0.15     666666  0.00      -320.10 -30.0    3330.52 -30.0    -340.18 -30.0     3550.49 -30.0     -80.28  0.00     3660.84 -30.0      3770.84 -30.0     -380.08 -30.0      3990.40 -30.0     4110.33 -30.0    -420.57 -30.0      4331.33 -30.0 4441.30 -30.0 881.99  0.00 
-3.13  0.14     -3.00  0.15     0.10  0.25    -0.30  0.36    5111.17 -30.0   -0.03  0.29    0.39  0.16   -0.80  0.29     0.94  0.23    16666 -30.0      0.33  0.17    -0.23  0.15      0.07  0.15      0.04  0.15    -0.24  0.19      -0.03  0.25      -0.25  0.15   -0.40  0.15     -0.13  0.21        0.18  0.21      26666 -30.0      0.37  0.15      0.32  0.24    -0.16  0.16        0.24  0.16     31111 -30.0      0.29  0.15       0.43  0.16         0.40  0.22       0.57  0.19       0.57  0.17        0.67  0.18       0.79  0.15        0.98  0.21      3771.49 -30.0        1.02  0.17         0.84  0.21        0.84  0.18       0.63  0.20      4331.36 -30.0    1.28  0.41 881.50  0.00 
-3.21  0.22     -3.05  0.16     0.84  0.25  1332.02 -30.0    5110.50 -30.0   14444 -30.0    0.55  0.22   -0.57  0.22     0.21  0.34    16666 -30.0      0.38  0.24     0.23  0.16      0.59  0.22      0.06  0.15    19999 -30.0    2220.82 -30.0      -0.21  0.20   -0.55  0.24      0.26  0.26        0.09  0.25      26666 -30.0   2770.91 -30.0     -1.83  0.24   770.30  0.00     2990.78 -30.0     31111 -30.0    -90.88  0.00     661.08  0.00      3221.42 -30.0    3331.87 -30.0    3441.45 -30.0     3551.95 -30.0     991.24  0.00     3662.35 -30.0      3772.70 -30.0     3881.73 -30.0      3992.18 -30.0     4112.00 -30.0    4221.07 -30.0      4332.77 -30.0   44444 -30.0 882.81  0.00 
-3.00  0.21     -2.78  0.15     0.04  0.25  1330.91 -30.0       0.57  0.23   14444 -30.0    0.44  0.22   -0.72  0.24     0.43  0.36    16666 -30.0      0.56  0.22     0.01  0.16      0.49  0.20      0.40  0.14    19999 -30.0      22222 -30.0      -0.18  0.20   -0.50  0.20      0.10  0.24       -0.10  0.27      26666 -30.0   2770.71 -30.0     -0.07  0.22    -0.25  0.23        0.34  0.18     31111 -30.0     -0.63  0.14     660.78  0.00      3221.13 -30.0    3331.72 -30.0    3441.14 -30.0     3551.78 -30.0     990.84  0.00     3661.74 -30.0      3771.99 -30.0     3881.48 -30.0      3991.57 -30.0     4111.51 -30.0    4220.51 -30.0      4332.26 -30.0   44444 -30.0 882.50  0.00
-1.37  0.06     -1.39  0.09     0.49  0.25  1331.85 -30.0       0.06  0.05   14444 -30.0    0.45  0.08   -0.64  0.12     0.47  0.16     0.26  0.13      0.47  0.11     0.11  0.09      0.36  0.07      0.33  0.09    -0.01  0.12       0.20  0.21       0.05  0.06   -0.17  0.06     -0.00  0.14        0.22  0.12    2660.30 -30.0     27777 -30.0      0.55  0.04     0.04  0.12        0.44  0.11     31111 -30.0      0.18  0.09       0.28  0.17        32222 -30.0      33333 -30.0       0.33  0.25       35555 -30.0       0.35  0.14        0.80  0.22        37777 -30.0        0.24  0.22        39999 -30.0       41111 -30.0       0.11  0.17      4331.55 -30.0   44444 -30.0 881.71  0.00 
-3.10  0.17     -3.10  0.16     0.05  0.25  1331.92 -30.0       0.62  0.18   14444 -30.0    0.60  0.17   -0.58  0.20     0.37  0.30    16666 -30.0      0.56  0.19     0.01  0.15      0.57  0.17      0.27  0.15    19999 -30.0       0.21  0.25      -0.11  0.18   -0.38  0.17      0.15  0.20       -0.00  0.20      26666 -30.0   2770.68 -30.0      0.40  0.26    -0.15  0.18        0.40  0.17     31111 -30.0     -0.23  0.15       0.19  0.24      3220.31 -30.0    3331.02 -30.0      34444 -30.0     3551.03 -30.0       0.34  0.18     3661.18 -30.0      3771.52 -30.0        0.44  0.23        39999 -30.0     4111.04 -30.0       0.04  0.32      4331.74 -30.0   44444 -30.0 882.18  0.00 
-2.81  0.21     -2.48  0.14     0.21  0.25  1332.20 -30.0       0.65  0.21   14444 -30.0    0.41  0.22   -0.72  0.28     0.42  0.36    16666 -30.0      0.60  0.22    -0.10  0.15      0.47  0.20      0.30  0.14    19999 -30.0    2220.35 -30.0      -0.20  0.20   -0.54  0.20      0.11  0.23        0.03  0.24      26666 -30.0      0.62  0.22      0.03  0.24    -0.36  0.20        0.25  0.17     31111 -30.0     -0.39  0.14     666666  0.00      3220.93 -30.0    3331.58 -30.0    3441.02 -30.0     3551.62 -30.0     990.77  0.00     3661.72 -30.0      3771.92 -30.0       38888 -30.0        39999 -30.0     4111.39 -30.0    4220.51 -30.0      4332.25 -30.0   44444 -30.0 882.34  0.00 
-2.73  0.21     -2.51  0.15     0.16  0.25  1331.14 -30.0    5110.60 -30.0   -0.21  0.27    0.38  0.22   -0.71  0.28     0.42  0.36    16666 -30.0      0.54  0.22     0.15  0.15      0.46  0.21      0.35  0.14    19999 -30.0      22222 -30.0      -0.12  0.21   -0.42  0.20      0.13  0.23        0.03  0.28      26666 -30.0   2770.61 -30.0      0.15  0.24   -70.35  0.00        0.25  0.20     31111 -30.0     -0.66  0.14     666666  0.00      3221.00 -30.0    3331.71 -30.0    3441.02 -30.0     3551.62 -30.0     990.72  0.00     3661.78 -30.0      3771.99 -30.0     3881.21 -30.0      3991.50 -30.0     4111.52 -30.0    4220.34 -30.0      4332.35 -30.0   44444 -30.0 882.40  0.00 
-3.67  0.15     -3.57  0.16     0.16  0.25  1331.24 -30.0    5111.32 -30.0   14444 -30.0    0.66  0.16   -0.58  0.29     1.15  0.28    16666 -30.0      0.63  0.17    -0.19  0.15      0.31  0.15      0.28  0.15    19999 -30.0       0.01  0.26      -0.18  0.15   -0.64  0.17      0.13  0.19       -0.01  0.22      26666 -30.0      0.59  0.17     -0.54  0.25    -0.95  0.19       -0.25  0.20     31111 -30.0     -1.00  0.15     666666  0.00        32222 -30.0    3330.53 -30.0    3440.60 -30.0       35555 -30.0     -80.19  0.00     3661.10 -30.0      3771.31 -30.0     3880.56 -30.0        39999 -30.0     4110.77 -30.0    -420.27 -30.0      4331.59 -30.0 4441.77 -30.0 882.03  0.00 
-2.75  0.21     -2.76  0.14     0.22  0.25  1332.08 -30.0    5110.62 -30.0   -0.21  0.29    0.48  0.21   -0.76  0.33     0.73  0.39    16666 -30.0      0.43  0.22    -0.26  0.16      0.24  0.20      0.11  0.14    19999 -30.0    2220.56 -30.0      -0.14  0.21   -0.48  0.23      0.14  0.23       -0.11  0.24      26666 -30.0   2770.56 -30.0     -0.09  0.24    -0.46  0.19        0.16  0.20     31111 -30.0     -0.77  0.15     666666  0.00      3220.95 -30.0      33333 -30.0    3440.99 -30.0     3551.44 -30.0     990.78  0.00     3661.91 -30.0      3772.22 -30.0     3881.78 -30.0      3991.85 -30.0     4111.56 -30.0    4220.71 -30.0        43333 -30.0 4442.82 -30.0 881.91  0.00 
-2.71  0.22     -2.80  0.14  1221.17 -30.0  1332.27 -30.0       0.06  0.21   14444 -30.0    0.38  0.22   -0.84  0.24     0.17  0.36    16666 -30.0      0.50  0.23     0.23  0.15     18888 -30.0      0.55  0.14    19999 -30.0      22222 -30.0      -0.08  0.20   -0.29  0.20      0.01  0.24        0.07  0.23      26666 -30.0   2770.81 -30.0     -0.03  0.21     0.06  0.21       29999 -30.0     31111 -30.0     -0.42  0.14     661.54  0.00      3221.77 -30.0    3332.46 -30.0    3441.97 -30.0     3552.30 -30.0     991.60  0.00     3662.50 -30.0      3773.03 -30.0     3881.79 -30.0      3992.43 -30.0     4112.29 -30.0    4221.30 -30.0      4332.91 -30.0   44444 -30.0 882.82  0.00
-2.69  0.22     -2.60  0.15  1221.17 -30.0  1331.97 -30.0      -0.04  0.21   14444 -30.0    0.36  0.22   -0.66  0.25     0.43  0.36     0.37  0.26      0.52  0.22     0.21  0.15     18888 -30.0      0.41  0.14    19999 -30.0       0.72  0.27       0.01  0.20   -0.17  0.21      0.23  0.24        0.11  0.26      26666 -30.0   2770.84 -30.0      0.03  0.22     -999  0.00     2991.25 -30.0     31111 -30.0     -0.50  0.14     661.28  0.00      3221.68 -30.0    3332.05 -30.0    3441.58 -30.0     3552.18 -30.0     991.33  0.00     3662.23 -30.0      3772.64 -30.0     3881.64 -30.0      3992.24 -30.0     4112.08 -30.0    4221.06 -30.0      4332.99 -30.0   44444 -30.0 882.78  0.00 
-3.15  0.17     -3.14  0.16  1221.67 -30.0  1332.57 -30.0       0.39  0.17   -0.09  0.19    0.29  0.19   -0.75  0.18    -0.00  0.24    16666 -30.0      0.39  0.20     0.04  0.15     18888 -30.0      0.19  0.15    19999 -30.0      22222 -30.0      -0.05  0.16   -0.40  0.18     24444 -30.0        0.10  0.21      26666 -30.0   2771.12 -30.0      0.26  0.24   770.48  0.00     2990.58 -30.0     31111 -30.0     -1.17  0.16     666666  0.00      3221.30 -30.0    3331.91 -30.0    3441.37 -30.0     3551.88 -30.0     991.08  0.00     3662.05 -30.0      3772.31 -30.0     3881.34 -30.0        39999 -30.0     4111.81 -30.0      42222 -30.0      4332.47 -30.0   44444 -30.0 883.04  0.00 
-3.19  0.15     -2.86  0.15    -1.05  0.25     0.40  0.36    5111.17 -30.0   14444 -30.0    0.48  0.15   -0.65  0.29     0.68  0.28    16666 -30.0      0.50  0.17    -0.03  0.15      0.27  0.15      0.22  0.15    -0.05  0.18      -0.07  0.25      -0.19  0.15   -0.38  0.17      0.01  0.19        0.07  0.19    2660.29 -30.0   2770.71 -30.0     -0.07  0.24    -0.51  0.18       -0.17  0.16     31111 -30.0     -0.65  0.16     -60.22  0.00      -320.22 -30.0    3330.41 -30.0    -340.02 -30.0     3550.58 -30.0      -0.12  0.18     3660.68 -30.0      3770.95 -30.0     3880.88 -30.0      3990.76 -30.0     4110.51 -30.0      -0.41  0.45      4331.24 -30.0   44444 -30.0 881.93  0.00 
-2.98  0.15     -3.01  0.15     0.01  0.25    -0.15  0.36    5111.01 -30.0   -0.08  0.30    0.48  0.18   -0.36  0.29    15555 -30.0     0.20  0.18      0.41  0.17    -0.09  0.15      0.07  0.14      0.25  0.14    -0.24  0.17       0.05  0.24      -0.33  0.14   -0.48  0.15     -0.15  0.21        0.01  0.18    -260.04 -30.0      0.28  0.15     -0.39  0.25    -0.80  0.20       -0.38  0.17     31111 -30.0     -0.80  0.15      -0.45  0.19      -320.40 -30.0      33333 -30.0      -0.42  0.18     3550.37 -30.0      -0.27  0.17     3660.58 -30.0      3770.68 -30.0     3880.01 -30.0        39999 -30.0     4110.20 -30.0      -0.60  0.21      4331.11 -30.0   44444 -30.0 881.43  0.00 
-2.43  0.21     -2.42  0.15     0.34  0.25  1330.84 -30.0       0.18  0.21   14444 -30.0    0.29  0.22   -0.83  0.31     0.58  0.29    16666 -30.0      0.41  0.22     0.09  0.15      0.32  0.22      0.35  0.15    19999 -30.0       0.22  0.31      -0.10  0.22   -0.25  0.21      0.06  0.26        0.05  0.27      26666 -30.0      0.14  0.24      0.01  0.23    -0.57  0.23        0.06  0.27     31111 -30.0     -0.48  0.15     666666  0.00      3220.72 -30.0    3331.35 -30.0    3440.60 -30.0     3551.17 -30.0     991.02  0.00     3661.47 -30.0      3771.72 -30.0     3880.95 -30.0        39999 -30.0     4111.22 -30.0       0.12  0.52      4332.07 -30.0   44444 -30.0 881.79  0.00 
-3.28  0.14     -3.17  0.16     0.06  0.25  1331.59 -30.0    5111.44 -30.0   14444 -30.0    0.47  0.15   -0.62  0.29     0.81  0.29    16666 -30.0      0.41  0.17    -0.09  0.15      0.22  0.15      0.12  0.15     0.01  0.18      -0.01  0.26      -0.14  0.14   -0.36  0.17      0.00  0.19        0.00  0.19      26666 -30.0      0.44  0.16     -0.45  0.24    -0.73  0.19       -0.18  0.19     31111 -30.0     -1.30  0.15     666666  0.00      3220.28 -30.0    3330.63 -30.0    3440.02 -30.0     3550.70 -30.0     990.05  0.00     3661.02 -30.0      3771.15 -30.0     3880.09 -30.0        39999 -30.0     4110.72 -30.0    -420.34 -30.0      4331.54 -30.0   44444 -30.0 882.01  0.00 
-2.91  0.22     -2.81  0.16     0.69  0.25  1331.79 -30.0      51111 -30.0   -0.13  0.24    0.37  0.22   -0.70  0.23     0.42  0.36    16666 -30.0      0.50  0.22     0.09  0.15      0.49  0.22      0.28  0.14    19999 -30.0    2220.67 -30.0      -0.19  0.20   -0.46  0.21      0.21  0.25       -0.04  0.26      26666 -30.0   2771.78 -30.0     -0.01  0.20     -999  0.00     2990.59 -30.0     31111 -30.0     -0.65  0.15     666666  0.00      3221.22 -30.0    3331.87 -30.0    3441.23 -30.0     3551.81 -30.0     991.04  0.00     3662.10 -30.0      3773.04 -30.0     3881.47 -30.0      3991.82 -30.0     4111.81 -30.0    4220.92 -30.0      4332.58 -30.0   44444 -30.0 882.60  0.00 
-1.93  0.21     -1.89  0.14     0.27  0.25  1330.94 -30.0       0.23  0.20   14444 -30.0    0.37  0.23   -0.85  0.33    15555 -30.0    16666 -30.0      0.41  0.23     0.06  0.14      0.31  0.20      0.36  0.14     0.08  0.23       0.16  0.25      -0.08  0.21   -0.32  0.21     -0.06  0.24        0.06  0.25      26666 -30.0      0.14  0.20      0.20  0.22    -0.28  0.17        0.26  0.15     31111 -30.0     -0.03  0.14       0.37  0.20      3220.40 -30.0    3331.18 -30.0    3440.47 -30.0     3550.93 -30.0       0.37  0.22     3661.19 -30.0      3771.63 -30.0     3880.22 -30.0        39999 -30.0       41111 -30.0       0.17  0.25      4331.89 -30.0   44444 -30.0 881.85  0.00 
-3.19  0.14     -3.00  0.16     2.42  0.25     1.50  0.36    5111.20 -30.0    0.98  0.20    0.08  0.16   -0.12  0.30    15555 -30.0     0.04  0.20      0.32  0.17    17777 -30.0      0.32  0.15      0.20  0.15    19999 -30.0      22222 -30.0      -0.13  0.14   23333 -30.0      0.15  0.19       -0.03  0.20      26666 -30.0   2770.65 -30.0     -0.75  0.18     -999  0.00       29999 -30.0     31111 -30.0     -1.00  0.15     666666  0.00      3221.36 -30.0    3331.91 -30.0    3441.42 -30.0     3551.50 -30.0     990.88  0.00     3661.71 -30.0      3772.55 -30.0     3882.01 -30.0        39999 -30.0     4111.97 -30.0    4220.39 -30.0      4332.34 -30.0   44444 -30.0 882.41  0.00 
-2.28  0.21     -2.09  0.14     0.04  0.25  1331.16 -30.0       0.50  0.20   -0.15  0.32    0.36  0.24   -0.79  0.33     0.44  0.37    16666 -30.0      0.50  0.22     0.10  0.14      0.42  0.20      0.38  0.14    19999 -30.0       0.21  0.25      -0.10  0.21   -0.24  0.22     -0.06  0.24        0.10  0.29      26666 -30.0      0.36  0.21      0.20  0.23     -999  0.00        0.40  0.16     31111 -30.0     -0.22  0.14     666666  0.00      3220.69 -30.0    3331.37 -30.0    3440.59 -30.0     3551.30 -30.0       0.55  0.17     3661.35 -30.0      3771.74 -30.0     3880.96 -30.0      3991.56 -30.0     4111.13 -30.0       0.18  0.26      4332.02 -30.0   44444 -30.0 881.97  0.00 
-2.51  0.17     -2.51  0.15  1220.33 -30.0  1332.43 -30.0       0.09  0.18   -0.16  0.23    0.33  0.17   -0.84  0.21     0.40  0.31    16666 -30.0      0.32  0.19     0.19  0.15      0.43  0.17      0.28  0.15    19999 -30.0       0.26  0.24      -0.17  0.17   -0.11  0.17      0.22  0.21        0.06  0.21      26666 -30.0      0.25  0.18     -0.09  0.24    -0.44  0.18        0.07  0.17     31111 -30.0     -0.36  0.15     660.33  0.00      3220.40 -30.0    3330.99 -30.0    3440.35 -30.0     3550.88 -30.0       0.51  0.16     3661.29 -30.0      3771.41 -30.0        0.64  0.17        39999 -30.0     4111.00 -30.0       0.22  0.21      4331.61 -30.0   44444 -30.0 882.08  0.00 
-3.10  0.21     -2.88  0.15  1220.85 -30.0  1332.55 -30.0      51111 -30.0   14444 -30.0    0.42  0.24   -0.68  0.22     0.39  0.36    16666 -30.0      0.51  0.23    -0.11  0.14     18888 -30.0      0.11  0.14    19999 -30.0      22222 -30.0      -0.25  0.20   -0.49  0.20      0.38  0.23       25555 -30.0    2661.47 -30.0     27777 -30.0     -0.38  0.17   770.88  0.00     2990.74 -30.0     31111 -30.0     -1.14  0.18     666666  0.00      3221.61 -30.0    3331.97 -30.0    3441.63 -30.0     3552.08 -30.0     991.26  0.00     3662.40 -30.0      3772.52 -30.0     3881.59 -30.0        39999 -30.0     4112.27 -30.0      42222 -30.0      4332.79 -30.0   44444 -30.0 882.92  0.00 
